,image_file,fixation_file,image_size,center_index,is_salient
1176,test\data\toronto\fixdens\images\40.jpg,test\data\toronto\fixdens\output\d40.jpg,"(681, 511)","[180, 458]",salient
1177,test\data\toronto\fixdens\images\40.jpg,test\data\toronto\fixdens\output\d40.jpg,"(681, 511)","[133, 456]",salient
1178,test\data\toronto\fixdens\images\40.jpg,test\data\toronto\fixdens\output\d40.jpg,"(681, 511)","[145, 461]",salient
1179,test\data\toronto\fixdens\images\40.jpg,test\data\toronto\fixdens\output\d40.jpg,"(681, 511)","[172, 441]",salient
1180,test\data\toronto\fixdens\images\40.jpg,test\data\toronto\fixdens\output\d40.jpg,"(681, 511)","[434, 317]",non_salient
1181,test\data\toronto\fixdens\images\40.jpg,test\data\toronto\fixdens\output\d40.jpg,"(681, 511)","[372, 59]",non_salient
1182,test\data\toronto\fixdens\images\40.jpg,test\data\toronto\fixdens\output\d40.jpg,"(681, 511)","[123, 680]",non_salient
1183,test\data\toronto\fixdens\images\40.jpg,test\data\toronto\fixdens\output\d40.jpg,"(681, 511)","[436, 506]",non_salient
1184,test\data\toronto\fixdens\images\40.jpg,test\data\toronto\fixdens\output\d40.jpg,"(681, 511)","[420, 646]",non_salient
1185,test\data\toronto\fixdens\images\40.jpg,test\data\toronto\fixdens\output\d40.jpg,"(681, 511)","[502, 52]",non_salient
1186,test\data\toronto\fixdens\images\40.jpg,test\data\toronto\fixdens\output\d40.jpg,"(681, 511)","[129, 667]",non_salient
1187,test\data\toronto\fixdens\images\40.jpg,test\data\toronto\fixdens\output\d40.jpg,"(681, 511)","[41, 498]",non_salient
1188,test\data\toronto\fixdens\images\40.jpg,test\data\toronto\fixdens\output\d40.jpg,"(681, 511)","[330, 122]",non_salient
1189,test\data\toronto\fixdens\images\40.jpg,test\data\toronto\fixdens\output\d40.jpg,"(681, 511)","[271, 522]",non_salient
1190,test\data\toronto\fixdens\images\40.jpg,test\data\toronto\fixdens\output\d40.jpg,"(681, 511)","[449, 344]",non_salient
1191,test\data\toronto\fixdens\images\40.jpg,test\data\toronto\fixdens\output\d40.jpg,"(681, 511)","[152, 675]",non_salient
1192,test\data\toronto\fixdens\images\40.jpg,test\data\toronto\fixdens\output\d40.jpg,"(681, 511)","[335, 24]",non_salient
1193,test\data\toronto\fixdens\images\40.jpg,test\data\toronto\fixdens\output\d40.jpg,"(681, 511)","[14, 233]",non_salient
1194,test\data\toronto\fixdens\images\40.jpg,test\data\toronto\fixdens\output\d40.jpg,"(681, 511)","[507, 415]",non_salient
1195,test\data\toronto\fixdens\images\40.jpg,test\data\toronto\fixdens\output\d40.jpg,"(681, 511)","[371, 501]",non_salient
1196,test\data\toronto\fixdens\images\40.jpg,test\data\toronto\fixdens\output\d40.jpg,"(681, 511)","[346, 652]",non_salient
1197,test\data\toronto\fixdens\images\40.jpg,test\data\toronto\fixdens\output\d40.jpg,"(681, 511)","[277, 68]",non_salient
1198,test\data\toronto\fixdens\images\40.jpg,test\data\toronto\fixdens\output\d40.jpg,"(681, 511)","[469, 215]",non_salient
1199,test\data\toronto\fixdens\images\40.jpg,test\data\toronto\fixdens\output\d40.jpg,"(681, 511)","[279, 481]",non_salient
1200,test\data\toronto\fixdens\images\41.jpg,test\data\toronto\fixdens\output\d41.jpg,"(681, 511)","[300, 486]",salient
1201,test\data\toronto\fixdens\images\41.jpg,test\data\toronto\fixdens\output\d41.jpg,"(681, 511)","[313, 486]",salient
1202,test\data\toronto\fixdens\images\41.jpg,test\data\toronto\fixdens\output\d41.jpg,"(681, 511)","[304, 497]",salient
1203,test\data\toronto\fixdens\images\41.jpg,test\data\toronto\fixdens\output\d41.jpg,"(681, 511)","[313, 488]",salient
1204,test\data\toronto\fixdens\images\41.jpg,test\data\toronto\fixdens\output\d41.jpg,"(681, 511)","[307, 495]",salient
1205,test\data\toronto\fixdens\images\41.jpg,test\data\toronto\fixdens\output\d41.jpg,"(681, 511)","[307, 483]",salient
1206,test\data\toronto\fixdens\images\41.jpg,test\data\toronto\fixdens\output\d41.jpg,"(681, 511)","[309, 479]",salient
1207,test\data\toronto\fixdens\images\41.jpg,test\data\toronto\fixdens\output\d41.jpg,"(681, 511)","[309, 482]",salient
1208,test\data\toronto\fixdens\images\41.jpg,test\data\toronto\fixdens\output\d41.jpg,"(681, 511)","[309, 494]",salient
1209,test\data\toronto\fixdens\images\41.jpg,test\data\toronto\fixdens\output\d41.jpg,"(681, 511)","[305, 482]",salient
1210,test\data\toronto\fixdens\images\41.jpg,test\data\toronto\fixdens\output\d41.jpg,"(681, 511)","[14, 197]",non_salient
1211,test\data\toronto\fixdens\images\41.jpg,test\data\toronto\fixdens\output\d41.jpg,"(681, 511)","[463, 391]",non_salient
1212,test\data\toronto\fixdens\images\41.jpg,test\data\toronto\fixdens\output\d41.jpg,"(681, 511)","[201, 507]",non_salient
1213,test\data\toronto\fixdens\images\41.jpg,test\data\toronto\fixdens\output\d41.jpg,"(681, 511)","[289, 5]",non_salient
1214,test\data\toronto\fixdens\images\41.jpg,test\data\toronto\fixdens\output\d41.jpg,"(681, 511)","[208, 523]",non_salient
1215,test\data\toronto\fixdens\images\41.jpg,test\data\toronto\fixdens\output\d41.jpg,"(681, 511)","[401, 441]",non_salient
1216,test\data\toronto\fixdens\images\41.jpg,test\data\toronto\fixdens\output\d41.jpg,"(681, 511)","[450, 660]",non_salient
1217,test\data\toronto\fixdens\images\41.jpg,test\data\toronto\fixdens\output\d41.jpg,"(681, 511)","[415, 173]",non_salient
1218,test\data\toronto\fixdens\images\41.jpg,test\data\toronto\fixdens\output\d41.jpg,"(681, 511)","[82, 197]",non_salient
1219,test\data\toronto\fixdens\images\41.jpg,test\data\toronto\fixdens\output\d41.jpg,"(681, 511)","[261, 670]",non_salient
1220,test\data\toronto\fixdens\images\41.jpg,test\data\toronto\fixdens\output\d41.jpg,"(681, 511)","[330, 45]",non_salient
1221,test\data\toronto\fixdens\images\41.jpg,test\data\toronto\fixdens\output\d41.jpg,"(681, 511)","[379, 244]",non_salient
1222,test\data\toronto\fixdens\images\41.jpg,test\data\toronto\fixdens\output\d41.jpg,"(681, 511)","[396, 5]",non_salient
1223,test\data\toronto\fixdens\images\41.jpg,test\data\toronto\fixdens\output\d41.jpg,"(681, 511)","[478, 72]",non_salient
1224,test\data\toronto\fixdens\images\41.jpg,test\data\toronto\fixdens\output\d41.jpg,"(681, 511)","[478, 314]",non_salient
1225,test\data\toronto\fixdens\images\41.jpg,test\data\toronto\fixdens\output\d41.jpg,"(681, 511)","[90, 635]",non_salient
1226,test\data\toronto\fixdens\images\41.jpg,test\data\toronto\fixdens\output\d41.jpg,"(681, 511)","[187, 376]",non_salient
1227,test\data\toronto\fixdens\images\41.jpg,test\data\toronto\fixdens\output\d41.jpg,"(681, 511)","[11, 383]",non_salient
1228,test\data\toronto\fixdens\images\41.jpg,test\data\toronto\fixdens\output\d41.jpg,"(681, 511)","[170, 573]",non_salient
1229,test\data\toronto\fixdens\images\41.jpg,test\data\toronto\fixdens\output\d41.jpg,"(681, 511)","[446, 487]",non_salient
1230,test\data\toronto\fixdens\images\42.jpg,test\data\toronto\fixdens\output\d42.jpg,"(681, 511)","[208, 385]",salient
1231,test\data\toronto\fixdens\images\42.jpg,test\data\toronto\fixdens\output\d42.jpg,"(681, 511)","[209, 407]",salient
1232,test\data\toronto\fixdens\images\42.jpg,test\data\toronto\fixdens\output\d42.jpg,"(681, 511)","[217, 391]",salient
1233,test\data\toronto\fixdens\images\42.jpg,test\data\toronto\fixdens\output\d42.jpg,"(681, 511)","[206, 402]",salient
1234,test\data\toronto\fixdens\images\42.jpg,test\data\toronto\fixdens\output\d42.jpg,"(681, 511)","[203, 405]",salient
1235,test\data\toronto\fixdens\images\42.jpg,test\data\toronto\fixdens\output\d42.jpg,"(681, 511)","[208, 396]",salient
1236,test\data\toronto\fixdens\images\42.jpg,test\data\toronto\fixdens\output\d42.jpg,"(681, 511)","[201, 389]",salient
1237,test\data\toronto\fixdens\images\42.jpg,test\data\toronto\fixdens\output\d42.jpg,"(681, 511)","[205, 389]",salient
1238,test\data\toronto\fixdens\images\42.jpg,test\data\toronto\fixdens\output\d42.jpg,"(681, 511)","[218, 403]",salient
1239,test\data\toronto\fixdens\images\42.jpg,test\data\toronto\fixdens\output\d42.jpg,"(681, 511)","[202, 396]",salient
1240,test\data\toronto\fixdens\images\42.jpg,test\data\toronto\fixdens\output\d42.jpg,"(681, 511)","[250, 606]",non_salient
1241,test\data\toronto\fixdens\images\42.jpg,test\data\toronto\fixdens\output\d42.jpg,"(681, 511)","[496, 388]",non_salient
1242,test\data\toronto\fixdens\images\42.jpg,test\data\toronto\fixdens\output\d42.jpg,"(681, 511)","[389, 120]",non_salient
1243,test\data\toronto\fixdens\images\42.jpg,test\data\toronto\fixdens\output\d42.jpg,"(681, 511)","[448, 646]",non_salient
1244,test\data\toronto\fixdens\images\42.jpg,test\data\toronto\fixdens\output\d42.jpg,"(681, 511)","[177, 299]",non_salient
1245,test\data\toronto\fixdens\images\42.jpg,test\data\toronto\fixdens\output\d42.jpg,"(681, 511)","[395, 197]",non_salient
1246,test\data\toronto\fixdens\images\42.jpg,test\data\toronto\fixdens\output\d42.jpg,"(681, 511)","[23, 266]",non_salient
1247,test\data\toronto\fixdens\images\42.jpg,test\data\toronto\fixdens\output\d42.jpg,"(681, 511)","[429, 193]",non_salient
1248,test\data\toronto\fixdens\images\42.jpg,test\data\toronto\fixdens\output\d42.jpg,"(681, 511)","[24, 559]",non_salient
1249,test\data\toronto\fixdens\images\42.jpg,test\data\toronto\fixdens\output\d42.jpg,"(681, 511)","[356, 532]",non_salient
1250,test\data\toronto\fixdens\images\42.jpg,test\data\toronto\fixdens\output\d42.jpg,"(681, 511)","[436, 535]",non_salient
1251,test\data\toronto\fixdens\images\42.jpg,test\data\toronto\fixdens\output\d42.jpg,"(681, 511)","[251, 352]",non_salient
1252,test\data\toronto\fixdens\images\42.jpg,test\data\toronto\fixdens\output\d42.jpg,"(681, 511)","[173, 192]",non_salient
1253,test\data\toronto\fixdens\images\42.jpg,test\data\toronto\fixdens\output\d42.jpg,"(681, 511)","[139, 23]",non_salient
1254,test\data\toronto\fixdens\images\42.jpg,test\data\toronto\fixdens\output\d42.jpg,"(681, 511)","[402, 507]",non_salient
1255,test\data\toronto\fixdens\images\42.jpg,test\data\toronto\fixdens\output\d42.jpg,"(681, 511)","[303, 30]",non_salient
1256,test\data\toronto\fixdens\images\42.jpg,test\data\toronto\fixdens\output\d42.jpg,"(681, 511)","[266, 184]",non_salient
1257,test\data\toronto\fixdens\images\42.jpg,test\data\toronto\fixdens\output\d42.jpg,"(681, 511)","[92, 63]",non_salient
1258,test\data\toronto\fixdens\images\42.jpg,test\data\toronto\fixdens\output\d42.jpg,"(681, 511)","[349, 87]",non_salient
1259,test\data\toronto\fixdens\images\42.jpg,test\data\toronto\fixdens\output\d42.jpg,"(681, 511)","[30, 640]",non_salient
1260,test\data\toronto\fixdens\images\43.jpg,test\data\toronto\fixdens\output\d43.jpg,"(681, 511)","[236, 477]",salient
1261,test\data\toronto\fixdens\images\43.jpg,test\data\toronto\fixdens\output\d43.jpg,"(681, 511)","[246, 473]",salient
1262,test\data\toronto\fixdens\images\43.jpg,test\data\toronto\fixdens\output\d43.jpg,"(681, 511)","[254, 484]",salient
1263,test\data\toronto\fixdens\images\43.jpg,test\data\toronto\fixdens\output\d43.jpg,"(681, 511)","[253, 478]",salient
1264,test\data\toronto\fixdens\images\43.jpg,test\data\toronto\fixdens\output\d43.jpg,"(681, 511)","[248, 477]",salient
1265,test\data\toronto\fixdens\images\43.jpg,test\data\toronto\fixdens\output\d43.jpg,"(681, 511)","[257, 489]",salient
1266,test\data\toronto\fixdens\images\43.jpg,test\data\toronto\fixdens\output\d43.jpg,"(681, 511)","[255, 492]",salient
1267,test\data\toronto\fixdens\images\43.jpg,test\data\toronto\fixdens\output\d43.jpg,"(681, 511)","[243, 475]",salient
1268,test\data\toronto\fixdens\images\43.jpg,test\data\toronto\fixdens\output\d43.jpg,"(681, 511)","[236, 481]",salient
1269,test\data\toronto\fixdens\images\43.jpg,test\data\toronto\fixdens\output\d43.jpg,"(681, 511)","[243, 474]",salient
1270,test\data\toronto\fixdens\images\43.jpg,test\data\toronto\fixdens\output\d43.jpg,"(681, 511)","[283, 207]",non_salient
1271,test\data\toronto\fixdens\images\43.jpg,test\data\toronto\fixdens\output\d43.jpg,"(681, 511)","[391, 189]",non_salient
1272,test\data\toronto\fixdens\images\43.jpg,test\data\toronto\fixdens\output\d43.jpg,"(681, 511)","[83, 3]",non_salient
1273,test\data\toronto\fixdens\images\43.jpg,test\data\toronto\fixdens\output\d43.jpg,"(681, 511)","[421, 172]",non_salient
1274,test\data\toronto\fixdens\images\43.jpg,test\data\toronto\fixdens\output\d43.jpg,"(681, 511)","[315, 97]",non_salient
1275,test\data\toronto\fixdens\images\43.jpg,test\data\toronto\fixdens\output\d43.jpg,"(681, 511)","[344, 557]",non_salient
1276,test\data\toronto\fixdens\images\43.jpg,test\data\toronto\fixdens\output\d43.jpg,"(681, 511)","[62, 166]",non_salient
1277,test\data\toronto\fixdens\images\43.jpg,test\data\toronto\fixdens\output\d43.jpg,"(681, 511)","[464, 194]",non_salient
1278,test\data\toronto\fixdens\images\43.jpg,test\data\toronto\fixdens\output\d43.jpg,"(681, 511)","[197, 68]",non_salient
1279,test\data\toronto\fixdens\images\43.jpg,test\data\toronto\fixdens\output\d43.jpg,"(681, 511)","[179, 132]",non_salient
1280,test\data\toronto\fixdens\images\43.jpg,test\data\toronto\fixdens\output\d43.jpg,"(681, 511)","[430, 159]",non_salient
1281,test\data\toronto\fixdens\images\43.jpg,test\data\toronto\fixdens\output\d43.jpg,"(681, 511)","[208, 212]",non_salient
1282,test\data\toronto\fixdens\images\43.jpg,test\data\toronto\fixdens\output\d43.jpg,"(681, 511)","[510, 200]",non_salient
1283,test\data\toronto\fixdens\images\43.jpg,test\data\toronto\fixdens\output\d43.jpg,"(681, 511)","[81, 30]",non_salient
1284,test\data\toronto\fixdens\images\43.jpg,test\data\toronto\fixdens\output\d43.jpg,"(681, 511)","[81, 353]",non_salient
1285,test\data\toronto\fixdens\images\43.jpg,test\data\toronto\fixdens\output\d43.jpg,"(681, 511)","[55, 151]",non_salient
1286,test\data\toronto\fixdens\images\43.jpg,test\data\toronto\fixdens\output\d43.jpg,"(681, 511)","[335, 39]",non_salient
1287,test\data\toronto\fixdens\images\43.jpg,test\data\toronto\fixdens\output\d43.jpg,"(681, 511)","[258, 54]",non_salient
1288,test\data\toronto\fixdens\images\43.jpg,test\data\toronto\fixdens\output\d43.jpg,"(681, 511)","[334, 197]",non_salient
1289,test\data\toronto\fixdens\images\43.jpg,test\data\toronto\fixdens\output\d43.jpg,"(681, 511)","[204, 676]",non_salient
1290,test\data\toronto\fixdens\images\44.jpg,test\data\toronto\fixdens\output\d44.jpg,"(681, 511)","[251, 435]",salient
1291,test\data\toronto\fixdens\images\44.jpg,test\data\toronto\fixdens\output\d44.jpg,"(681, 511)","[245, 435]",salient
1292,test\data\toronto\fixdens\images\44.jpg,test\data\toronto\fixdens\output\d44.jpg,"(681, 511)","[248, 437]",salient
1293,test\data\toronto\fixdens\images\44.jpg,test\data\toronto\fixdens\output\d44.jpg,"(681, 511)","[252, 439]",salient
1294,test\data\toronto\fixdens\images\44.jpg,test\data\toronto\fixdens\output\d44.jpg,"(681, 511)","[258, 447]",salient
1295,test\data\toronto\fixdens\images\44.jpg,test\data\toronto\fixdens\output\d44.jpg,"(681, 511)","[250, 442]",salient
1296,test\data\toronto\fixdens\images\44.jpg,test\data\toronto\fixdens\output\d44.jpg,"(681, 511)","[263, 448]",salient
1297,test\data\toronto\fixdens\images\44.jpg,test\data\toronto\fixdens\output\d44.jpg,"(681, 511)","[253, 436]",salient
1298,test\data\toronto\fixdens\images\44.jpg,test\data\toronto\fixdens\output\d44.jpg,"(681, 511)","[245, 453]",salient
1299,test\data\toronto\fixdens\images\44.jpg,test\data\toronto\fixdens\output\d44.jpg,"(681, 511)","[247, 435]",salient
1300,test\data\toronto\fixdens\images\44.jpg,test\data\toronto\fixdens\output\d44.jpg,"(681, 511)","[420, 299]",non_salient
1301,test\data\toronto\fixdens\images\44.jpg,test\data\toronto\fixdens\output\d44.jpg,"(681, 511)","[89, 147]",non_salient
1302,test\data\toronto\fixdens\images\44.jpg,test\data\toronto\fixdens\output\d44.jpg,"(681, 511)","[156, 658]",non_salient
1303,test\data\toronto\fixdens\images\44.jpg,test\data\toronto\fixdens\output\d44.jpg,"(681, 511)","[410, 358]",non_salient
1304,test\data\toronto\fixdens\images\44.jpg,test\data\toronto\fixdens\output\d44.jpg,"(681, 511)","[63, 47]",non_salient
1305,test\data\toronto\fixdens\images\44.jpg,test\data\toronto\fixdens\output\d44.jpg,"(681, 511)","[190, 73]",non_salient
1306,test\data\toronto\fixdens\images\44.jpg,test\data\toronto\fixdens\output\d44.jpg,"(681, 511)","[110, 379]",non_salient
1307,test\data\toronto\fixdens\images\44.jpg,test\data\toronto\fixdens\output\d44.jpg,"(681, 511)","[220, 28]",non_salient
1308,test\data\toronto\fixdens\images\44.jpg,test\data\toronto\fixdens\output\d44.jpg,"(681, 511)","[90, 365]",non_salient
1309,test\data\toronto\fixdens\images\44.jpg,test\data\toronto\fixdens\output\d44.jpg,"(681, 511)","[506, 426]",non_salient
1310,test\data\toronto\fixdens\images\44.jpg,test\data\toronto\fixdens\output\d44.jpg,"(681, 511)","[488, 181]",non_salient
1311,test\data\toronto\fixdens\images\44.jpg,test\data\toronto\fixdens\output\d44.jpg,"(681, 511)","[253, 351]",non_salient
1312,test\data\toronto\fixdens\images\44.jpg,test\data\toronto\fixdens\output\d44.jpg,"(681, 511)","[300, 485]",non_salient
1313,test\data\toronto\fixdens\images\44.jpg,test\data\toronto\fixdens\output\d44.jpg,"(681, 511)","[456, 286]",non_salient
1314,test\data\toronto\fixdens\images\44.jpg,test\data\toronto\fixdens\output\d44.jpg,"(681, 511)","[122, 564]",non_salient
1315,test\data\toronto\fixdens\images\44.jpg,test\data\toronto\fixdens\output\d44.jpg,"(681, 511)","[381, 549]",non_salient
1316,test\data\toronto\fixdens\images\44.jpg,test\data\toronto\fixdens\output\d44.jpg,"(681, 511)","[125, 359]",non_salient
1317,test\data\toronto\fixdens\images\44.jpg,test\data\toronto\fixdens\output\d44.jpg,"(681, 511)","[78, 155]",non_salient
1318,test\data\toronto\fixdens\images\44.jpg,test\data\toronto\fixdens\output\d44.jpg,"(681, 511)","[262, 558]",non_salient
1319,test\data\toronto\fixdens\images\44.jpg,test\data\toronto\fixdens\output\d44.jpg,"(681, 511)","[71, 361]",non_salient
1320,test\data\toronto\fixdens\images\45.jpg,test\data\toronto\fixdens\output\d45.jpg,"(681, 511)","[162, 366]",salient
1321,test\data\toronto\fixdens\images\45.jpg,test\data\toronto\fixdens\output\d45.jpg,"(681, 511)","[160, 372]",salient
1322,test\data\toronto\fixdens\images\45.jpg,test\data\toronto\fixdens\output\d45.jpg,"(681, 511)","[170, 358]",salient
1323,test\data\toronto\fixdens\images\45.jpg,test\data\toronto\fixdens\output\d45.jpg,"(681, 511)","[170, 362]",salient
1324,test\data\toronto\fixdens\images\45.jpg,test\data\toronto\fixdens\output\d45.jpg,"(681, 511)","[151, 361]",salient
1325,test\data\toronto\fixdens\images\45.jpg,test\data\toronto\fixdens\output\d45.jpg,"(681, 511)","[172, 366]",salient
1326,test\data\toronto\fixdens\images\45.jpg,test\data\toronto\fixdens\output\d45.jpg,"(681, 511)","[162, 365]",salient
1327,test\data\toronto\fixdens\images\45.jpg,test\data\toronto\fixdens\output\d45.jpg,"(681, 511)","[166, 352]",salient
1328,test\data\toronto\fixdens\images\45.jpg,test\data\toronto\fixdens\output\d45.jpg,"(681, 511)","[170, 355]",salient
1329,test\data\toronto\fixdens\images\45.jpg,test\data\toronto\fixdens\output\d45.jpg,"(681, 511)","[163, 353]",salient
1330,test\data\toronto\fixdens\images\45.jpg,test\data\toronto\fixdens\output\d45.jpg,"(681, 511)","[169, 29]",non_salient
